pr_key,repo_full_name,pr_number,agent,pr_base_oid,pr_head_oid,base_oid,head_oid,merge_commit_oid,merged_at,file_path,file_ext,num_regions_in_file,conflict_lines_in_file,head_last_touch_oid,base_last_touch_oid,repository_available,base_commit_available,head_commit_available,merge_commit_available,base_path_present,head_path_present,merge_path_present,base_blob_oid,head_blob_oid,merge_blob_oid,resolution_evidence
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-angular/README.md,.md,1,6,a2d31a4554fd94544ba3ea7f0b7c0320d6ce3413,a2d31a4554fd94544ba3ea7f0b7c0320d6ce3413,True,True,True,True,True,True,True,b02a11a84b5755350dbb0bf6f1292f58799fc310,26d6d54c3ba988a5970e298a371987c441e85d87,26d6d54c3ba988a5970e298a371987c441e85d87,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-angular/package.json,.json,1,27,2e357d620c1c9425e54286ecaac1fb4839d83fa5,2e357d620c1c9425e54286ecaac1fb4839d83fa5,True,True,True,True,True,True,True,6fc8b36b74305517c74f413233fc43ef259ccb90,4e2147900a2da36279dd36192eab6e9d2ff29c83,4e2147900a2da36279dd36192eab6e9d2ff29c83,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/CHANGELOG.json,.json,1,334,2e357d620c1c9425e54286ecaac1fb4839d83fa5,2e357d620c1c9425e54286ecaac1fb4839d83fa5,True,True,True,True,True,True,True,d7cbe1b7134d09195a99f0376494281ac4cbb4c7,b83f090f0de0a701ff150ec1376c559aba33089c,b83f090f0de0a701ff150ec1376c559aba33089c,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/CHANGELOG.md,.md,1,114,2e357d620c1c9425e54286ecaac1fb4839d83fa5,2e357d620c1c9425e54286ecaac1fb4839d83fa5,True,True,True,True,True,True,True,fb8b6e5cf1b013438f11d3405c79e2cdf3fa3ab6,fa7e8712ebd9c8c3ae98dac5fa6c2ffc3a096d56,fa7e8712ebd9c8c3ae98dac5fa6c2ffc3a096d56,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/apiReview/msal-browser.api.md,.md,3,46,2e357d620c1c9425e54286ecaac1fb4839d83fa5,2e357d620c1c9425e54286ecaac1fb4839d83fa5,True,True,True,True,True,True,True,55537bdeb34ed2bc2e18df563a55f6ad2b4099ba,284913d48e6f8853d5a904010fb07e7967b95f33,284913d48e6f8853d5a904010fb07e7967b95f33,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/package.json,.json,1,5,2e357d620c1c9425e54286ecaac1fb4839d83fa5,2e357d620c1c9425e54286ecaac1fb4839d83fa5,True,True,True,True,True,True,True,600dd5af35de7d98a7b678564dac85af6f5127f2,7d4860531714f803a8a877742c6d32d9e3c0a8c9,7d4860531714f803a8a877742c6d32d9e3c0a8c9,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/cache/AccountManager.ts,.ts,2,14,5dc2f555537542d054dcc944e9b3b6413ff65754,5dc2f555537542d054dcc944e9b3b6413ff65754,True,True,True,True,True,True,True,68b57d13402e9bdd55f5e44a65593e053ffa4a1d,e30f09c7fbff7ab4810b2102de7138be96585a15,e30f09c7fbff7ab4810b2102de7138be96585a15,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/cache/BrowserCacheManager.ts,.ts,11,97,4730e0a470631af9736ce61cadd9c0e087bae792,4730e0a470631af9736ce61cadd9c0e087bae792,True,True,True,True,True,True,True,9cdcac41a85252240168ac686da53c14fbf934e4,f603b79aba2045f1fb9a739252385d592f2becdb,f603b79aba2045f1fb9a739252385d592f2becdb,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/cache/LocalStorage.ts,.ts,2,10,4730e0a470631af9736ce61cadd9c0e087bae792,4730e0a470631af9736ce61cadd9c0e087bae792,True,True,True,True,True,True,True,efec80a50d7264422a63e341c971a55288a70d56,ce61bfe5aed739cd63ff6ac7faef4c657199d12a,ce61bfe5aed739cd63ff6ac7faef4c657199d12a,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/cache/TokenCache.ts,.ts,1,24,eb56717ca9890d2be5be6f553d93e139527bf1ce,eb56717ca9890d2be5be6f553d93e139527bf1ce,True,True,True,True,True,True,True,5165211e13ca17f349368ea08af05158477ef560,86ce6fd6326044fa5bd5e261b73f004abd9b7156,86ce6fd6326044fa5bd5e261b73f004abd9b7156,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/config/Configuration.ts,.ts,2,21,4730e0a470631af9736ce61cadd9c0e087bae792,4730e0a470631af9736ce61cadd9c0e087bae792,True,True,True,True,True,True,True,dd846c3f8538a91aa24b50906d1cdf406e0326bb,66173d6b41cd5e3ae80cec25b9cb0766f501a495,66173d6b41cd5e3ae80cec25b9cb0766f501a495,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/controllers/NestedAppAuthController.ts,.ts,8,53,2d931672bcdd0e18ac6b780971d8029ef7cb7872,2d931672bcdd0e18ac6b780971d8029ef7cb7872,True,True,True,True,True,True,True,258bc17cf9686b87165ef6d4325da9901498fb6c,d2d9cc864514291fd3d75ba6861a5b03af183e00,d2d9cc864514291fd3d75ba6861a5b03af183e00,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/controllers/StandardController.ts,.ts,11,131,1c05d6c980d950ef3111ca369c161eecd09b08b9,1c05d6c980d950ef3111ca369c161eecd09b08b9,True,True,True,True,True,True,True,b25134b481bbdf3e6f8bd2b9beabfb30be564512,1e6abd426a7feb1e8e5bcbe32e38731297d34027,1e6abd426a7feb1e8e5bcbe32e38731297d34027,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/crypto/SignedHttpRequest.ts,.ts,1,23,fa85c44c968dff980364382ed1fc7e8031fcdaaa,fa85c44c968dff980364382ed1fc7e8031fcdaaa,True,True,True,True,True,True,True,4b761f24fc979d99cce328fefe61a144633f6a3d,173abfe6fb489311ac153a4d1b3df491ba425837,173abfe6fb489311ac153a4d1b3df491ba425837,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/custom_auth/core/CustomAuthAuthority.ts,.ts,2,9,2188341e5a982cbc2c40f5310866ee88b9e1ffc9,2188341e5a982cbc2c40f5310866ee88b9e1ffc9,True,True,True,True,True,True,True,ae1be3f7cd25aa9de565a1e037d7eddb8044322b,886460b568380ef590c71bf8ee475228bfa64333,886460b568380ef590c71bf8ee475228bfa64333,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/custom_auth/get_account/auth_flow/CustomAuthAccountData.ts,.ts,2,12,2ffb0a2d38a153a952e9a1522f4aa4d1e503de2a,2ffb0a2d38a153a952e9a1522f4aa4d1e503de2a,True,True,True,True,True,True,True,6b73b198c17a9bbcb01ba4cf9c4858b9c3271067,3b0970a69966cd0183c3d4dae2481c5ba0db9426,3b0970a69966cd0183c3d4dae2481c5ba0db9426,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/custom_auth/get_account/interaction_client/CustomAuthSilentCacheClient.ts,.ts,4,36,eb56717ca9890d2be5be6f553d93e139527bf1ce,eb56717ca9890d2be5be6f553d93e139527bf1ce,True,True,True,True,True,True,True,05d407d88a052c1dffffdaa7277111c6e068c4e4,32310451b545f97cc04bd6764961abae498f7d17,32310451b545f97cc04bd6764961abae498f7d17,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/custom_auth/reset_password/interaction_client/ResetPasswordClient.ts,.ts,5,48,2188341e5a982cbc2c40f5310866ee88b9e1ffc9,2188341e5a982cbc2c40f5310866ee88b9e1ffc9,True,True,True,True,True,True,True,a231cd5cdfdf69cd772fa8127ebd865c2527d30d,bab66b22db378011b94864e3efc0571f6590bf91,bab66b22db378011b94864e3efc0571f6590bf91,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/custom_auth/sign_in/interaction_client/SignInClient.ts,.ts,6,59,2ffb0a2d38a153a952e9a1522f4aa4d1e503de2a,2ffb0a2d38a153a952e9a1522f4aa4d1e503de2a,True,True,True,True,True,True,True,443db90e2992fe872241892a7cf9afb29cefff7a,cd13bd87b425c8435f9410f12fb9a672ab534949,cd13bd87b425c8435f9410f12fb9a672ab534949,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/custom_auth/sign_up/interaction_client/SignUpClient.ts,.ts,6,59,2188341e5a982cbc2c40f5310866ee88b9e1ffc9,2188341e5a982cbc2c40f5310866ee88b9e1ffc9,True,True,True,True,True,True,True,688e0525863449144341bd8a65e81253277cd8b9,4ab31d039c1b4574149d91a3ca860272ba879c64,4ab31d039c1b4574149d91a3ca860272ba879c64,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/error/BrowserAuthError.ts,.ts,1,344,754511b416c2eb5b7757a06fb221c0432662c88c,754511b416c2eb5b7757a06fb221c0432662c88c,True,True,True,True,True,True,True,6d87a9bf2af9736e746b7515dd607ae21e31925b,3c5849dc9bef30dc38806d155b1d998fc0605be5,3c5849dc9bef30dc38806d155b1d998fc0605be5,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/interaction_client/BaseInteractionClient.ts,.ts,1,52,4730e0a470631af9736ce61cadd9c0e087bae792,4730e0a470631af9736ce61cadd9c0e087bae792,True,True,True,True,True,True,True,1c344b97c1c2d8a4fce0247133ebe8bacb187cd0,c6076b738eb5bc489a06617af2c81d37a641d618,c6076b738eb5bc489a06617af2c81d37a641d618,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/interaction_client/PlatformAuthInteractionClient.ts,.ts,2,12,4730e0a470631af9736ce61cadd9c0e087bae792,4730e0a470631af9736ce61cadd9c0e087bae792,True,True,True,True,True,True,True,9896414d02347bfbf937220f5e6783421bea3687,98bb27389e7329b74afd3840741d2c569b2d2470,98bb27389e7329b74afd3840741d2c569b2d2470,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/interaction_client/PopupClient.ts,.ts,4,115,4730e0a470631af9736ce61cadd9c0e087bae792,4730e0a470631af9736ce61cadd9c0e087bae792,True,True,True,True,True,True,True,080beb91a11d15be2a75bebe27a503781c703187,4939499a6813abc1ae175fdb87e9b34e0767fe6d,4939499a6813abc1ae175fdb87e9b34e0767fe6d,exact_head
AzureAD/microsoft-authentication-library-for-js#7878,AzureAD/microsoft-authentication-library-for-js,7878,Copilot,919a7b43833b1c57c0bb256e6a156f1aa0817ee0,5426b7dfd73ab8e7000c8342ad802845bc78002e,fe1eb8f81416603037df88de634a270617fd381c,5426b7dfd73ab8e7000c8342ad802845bc78002e,7fe97cf91a66df288edee99624e1dc5d32496977,2025-08-15T17:47:31Z,lib/msal-browser/src/interaction_client/RedirectClient.ts,.ts,3,131,efccb207eb63deae0b620b0b58237897b13519d8,4730e0a470631af9736ce61cadd9c0e087bae792,True,True,True,True,True,True,True,fb13332ab70681354e3005f09dfbf9c901193ae9,e7ab2b4bf22d56373f90053a2e9e07c8b266a880,e7ab2b4bf22d56373f90053a2e9e07c8b266a880,exact_head
